OBJECTID,Station_ID,Sample_Year,Waterbody_Name,Sample_Type,Fish_Species,Municipality,Subregional_Basin_Code,Sample_ID,Quantity,County,x,y
11,14141,1994,Bonemill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TOLLAND,3100,141411994,136,Tolland,-72.3162,41.9249
55,14129,1991,Beacon Hill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BEACON FALLS,6918,141291991,6,New Haven,-73.0501,41.4684
79,14129,2016,Beacon Hill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BEACON FALLS,6918,141292016,2,New Haven,-73.0501,41.4684
98,14133,2011,Blackberry River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,6100,141332011,1,Litchfield,-73.2184,42.0007000000001
125,19183,1999,Birge Pond Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BRISTOL,4315,191831999,42,Hartford,-72.95122,41.6964600000001
1897,14135,2011,Blackberry River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,6100,141352011,1,Litchfield,-73.2196,42.0009000000001
1910,14139,2017,Bladens River (Bladdens River),Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SEYMOUR,6919,141392017,3,New Haven,-73.0608,41.3958000000001
1920,14166,1991,Deep Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEWTOWN,6019,141661991,10,Fairfield,-73.294,41.4040000000001
1928,14247,1998,Hollenbeck River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CANAAN,6200,142471998,3,Litchfield,-73.3058,41.9431000000001
1939,14263,2012,Kahn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOZRAH,3900,142632012,28,New London,-72.1702,41.5681000000001
1981,14407,1997,Pootatuck River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEWTOWN,6020,144071997,12,Fairfield,-73.2823,41.4142000000001
2081,14725,2003,Seth Williams Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEDYARD,2103,147252003,2,New London,-71.9573,41.4257000000001
2088,14753,1995,Willow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5301,147531995,2,New Haven,-72.9231,41.4766000000001
2338,15159,2010,"Morgan Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BARKHAMSTED,4305,151592010,17,Litchfield,-73.0031999999999,41.9007
2341,15175,1993,Green Fall River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH STONINGTON,1002,151751993,4,New London,-71.8165999999999,41.4560000000001
2426,15187,1999,Dayton Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOUTHINGTON,5201,151871999,42,Hartford,-72.9045,41.6053000000001
2465,15259,2004,Whitford Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STONINGTON,2104,152592004,102,New London,-71.9603,41.395
2469,15264,1997,Laurel Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MIDDLETOWN,4607,152641997,1,Middlesex,-72.6781,41.5339000000001
2472,15268,2000,Fox Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3004,152682000,14,New London,-72.1683,41.4597000000001
2543,15591,1997,"Old Tannery Brook, No name tributary to tributary",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WOLCOTT,6914,155911997,43,New Haven,-73.0013999999999,41.575
2557,15692,1988,Owens Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SIMSBURY,4300,156921988,46,Hartford,-72.7993999999999,41.8853
2558,15694,2000,Roaring Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GLASTONBURY,4009,156942000,1,Hartford,-72.5861,41.6639000000001
2584,15759,2005,Whitford Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STONINGTON,2104,157592005,12,New London,-71.9605,41.3909
2615,15838,1994,Wappoquia Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",POMFRET,3709,158381994,23,Windham,-71.9603519999999,41.8689570000001
2626,15882,2016,Mill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHARON,6302,158822016,5,Litchfield,-73.4691,41.8584000000001
2631,15900,2010,Chatfield Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGWORTH,5105,159002010,16,Middlesex,-72.592586,41.372873
2663,16087,2004,Morgan Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BARKHAMSTED,4305,160872004,6,Litchfield,-73.0312,41.8955
2725,16282,2002,Farmill River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHELTON,6025,162822002,1,Fairfield,-73.1729999999999,41.2930000000001
2733,16310,1989,Broad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,163101989,54,Tolland,-72.4979999999999,41.9192
2778,16466,2009,"Burrs Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH BRANFORD,5112,164662009,1,New Haven,-72.802,41.3293
2788,16608,2006,Deming Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CANAAN,6202,166082006,0,Litchfield,-73.3013999999999,41.9644000000001
2791,16823,1988,Mad River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WINCHESTER,4302,168231988,11,Litchfield,-73.0977999999999,41.9342
2820,16959,1992,Pequonnock River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TRUMBULL,7105,169591992,80,Fairfield,-73.2132999999999,41.2603
2848,17101,1993,Tankerhoosen River (Pond),Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VERNON,4503,171011993,2,Tolland,-72.4474999999999,41.8308000000001
2857,17102,1993,Rickenback Brook (Hatch Brook),Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VERNON,4503,171021993,30,Tolland,-72.4458,41.8328000000001
2860,17213,1993,Yantic River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOZRAH,3900,172131993,1,New London,-72.2117069999999,41.571126
2915,17410,1995,Sawmill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WINDHAM,3208,174101995,2,Windham,-72.1999,41.7278000000001
2921,17466,2016,Giffords Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLUMBIA,3109,174662016,1,Tolland,-72.2911,41.6940000000001
2935,17549,2004,Bonemill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TOLLAND,3100,175492004,94,Tolland,-72.30743,41.9239400000001
2940,17607,1995,Willow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5301,176071995,1,New Haven,-72.9209499999999,41.466664
2948,17607,2017,Willow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5301,176072017,7,New Haven,-72.9209499999999,41.466664
2958,17608,2004,Race Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ORANGE,5307,176082004,10,New Haven,-73.027463,41.291565
2987,17645,2008,Lassell's Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STONINGTON,1000,176452008,16,New London,-71.851171,41.3973530000001
3016,17748,2015,Jericho Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WATERTOWN,6900,177482015,58,Litchfield,-73.0808749999999,41.6320380000001
3018,17757,2013,Poplar Swamp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",FARMINGTON,4300,177572013,121,Hartford,-72.845533,41.74875
3035,17774,2000,Gillettes Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4202,177742000,17,Tolland,-72.42761,41.99643
3040,17774,2010,Gillettes Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4202,177742010,10,Tolland,-72.42761,41.99643
3051,17893,2017,Hubbard Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MIDDLETOWN,4000,178932017,29,Middlesex,-72.5649999999999,41.5290000000001
3070,17971,2001,Railroad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOLTON,4503,179712001,4,Tolland,-72.4529899999999,41.7922
3076,17971,2002,Railroad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOLTON,4503,179712002,1,Tolland,-72.4529899999999,41.7922
3092,17984,2017,Hope Valley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HEBRON,4705,179842017,1,Tolland,-72.3781,41.6336000000001
3105,18207,2012,Mine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4000,182072012,46,Middlesex,-72.5487009999999,41.5619320000001
3107,18272,2012,"West Branch Farmington River, Tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BARKHAMSTED,4300,182722012,20,Litchfield,-73.003188,41.9257470000001
3128,18404,1999,Broad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5204,184041999,24,New Haven,-72.8601199999999,41.5245560000001
3176,18462,2010,Whetstone Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3404,184622010,29,Windham,-71.8762,41.8313600000001
3209,18500,1993,Cranberry Meadow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST LYME,2202,185001993,127,New London,-72.2288399999999,41.408102
3216,18500,2010,Cranberry Meadow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST LYME,2202,185002010,67,New London,-72.2288399999999,41.408102
3222,18507,2016,Mad River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WOLCOTT,6914,185072016,49,New Haven,-72.985688,41.6116860000001
3226,18513,2005,Womenshenuck Brook (Womenshenuk Brook),Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KENT,6016,185132005,182,Litchfield,-73.4658699999999,41.712841
3284,18620,2010,Choggam Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KENT,6000,186202010,18,Litchfield,-73.46935,41.7448370000001
3286,18622,2012,"Pond Brook, Unnamed Tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEWTOWN,6018,186222012,6,Fairfield,-73.34153,41.4508430000001
3308,18655,2007,Cedar Pond Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LYME,4803,186552007,11,New London,-72.307,41.414
3317,18711,2014,Bobbin Mill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORWICH,3900,187112014,5,New London,-72.0925099999999,41.5466650000001
3346,18805,2014,"West Branch Salmon Brook, No Name Tributary",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,188052014,25,Hartford,-72.88362,41.95509
3349,18834,2005,Muddy River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WALLINGFORD,5208,188342005,81,New Haven,-72.7691399999999,41.4447500000001
3357,18837,1989,Porter Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANCHESTER,4504,188371989,41,Hartford,-72.5055379999999,41.764864
3359,18837,1991,Porter Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANCHESTER,4504,188371991,33,Hartford,-72.5055379999999,41.764864
3371,18853,2008,Mountain Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,188532008,11,Hartford,-72.8826,41.95302
3373,18853,2009,Mountain Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,188532009,1,Hartford,-72.8826,41.95302
3378,18853,2014,Mountain Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,188532014,2,Hartford,-72.8826,41.95302
3380,18855,2014,Ratlum Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW HARTFORD,4308,188552014,23,Litchfield,-72.9479499999999,41.88271
3382,18855,2016,Ratlum Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW HARTFORD,4308,188552016,11,Litchfield,-72.9479499999999,41.88271
3385,18859,2004,Mill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WINCHESTER,4302,188592004,15,Litchfield,-73.11322,41.94552
3410,18924,2015,"East Branch Shepaug River, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GOSHEN,6700,189242015,1,Litchfield,-73.28623,41.78135
3413,18956,1994,Blackwell Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CANTERBURY,3711,189561994,2,Windham,-71.949527,41.735804
3436,18963,2017,Birch Mountain Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANCHESTER,4504,189632017,375,Hartford,-72.4810899999999,41.766826
3444,18984,1998,Willeys Brook (Christopher Brook),Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4709,189841998,3,Middlesex,-72.520381,41.5957070000001
3498,19030,2016,"Roaring Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,6100,190302016,23,Litchfield,-73.2284,41.99672
3509,19064,2016,Tadma Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOZRAH,3001,190642016,1,New London,-72.164157,41.5122930000001
3529,19068,2016,Falls Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3005,190682016,3,New London,-72.1394079999999,41.477406
3530,19069,2005,mcAlpine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3004,190692005,5,New London,-72.17362,41.4789250000001
3532,19069,2016,mcAlpine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3004,190692016,13,New London,-72.17362,41.4789250000001
3537,19076,2016,Cedar Swamp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HAMPTON,3805,190762016,2,Windham,-72.05671,41.7666850000001
3542,19078,2016,"Sherman Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,3903,190782016,8,New London,-72.276934,41.568607
3545,19082,2016,"Sherman Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,3903,190822016,40,New London,-72.277008,41.5693400000001
3546,19084,2016,"Sherman Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,3903,190842016,33,New London,-72.295048,41.5747650000001
3547,19085,2016,"Sherman Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,3903,190852016,11,New London,-72.294415,41.574595
3549,19086,2011,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,190862011,19,Hartford,-72.449226,41.6284140000001
3551,19086,2012,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,190862012,16,Hartford,-72.449226,41.6284140000001
3553,19086,2013,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,190862013,33,Hartford,-72.449226,41.6284140000001
3554,19086,2016,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,190862016,25,Hartford,-72.449226,41.6284140000001
3573,19100,2016,Conant Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANSFIELD,3207,191002016,11,Tolland,-72.202255,41.8068730000001
3576,19101,2016,Conant Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANSFIELD,3207,191012016,1,Tolland,-72.19694,41.79524
3587,19110,2016,Flat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,191102016,72,Hartford,-72.470026,41.681854
3589,19111,2016,"Dickinson Creek, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4708,191112016,20,Hartford,-72.495131,41.65018
3590,19112,2016,"Dickinson Creek, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4708,191122016,21,Hartford,-72.500324,41.6522640000001
3592,19113,2016,"Merrick Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HAMPTON,3803,191132016,5,Windham,-72.084552,41.7390720000001
3597,19115,2016,Merrick Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HAMPTON,3803,191152016,8,Windham,-72.0954419999999,41.7606400000001
3600,19118,2016,"Judd Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,4702,191182016,3,New London,-72.3355129999999,41.5987240000001
3632,19132,2016,"Little River, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CANTERBURY,3805,191322016,4,Windham,-72.05015,41.6864850000001
3635,19139,2003,Plum Gully Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOUTH WINDSOR,4004,191392003,5,Hartford,-72.556698,41.8216560000001
3640,19140,2005,Pine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BROOKLYN,3700,191402005,12,Windham,-71.923424,41.759039
3645,19143,2016,Brown Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",UNION,3701,191432016,23,Tolland,-72.1665819999999,42.0293320000001
3650,19144,2016,"Brown Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",UNION,3701,191442016,52,Tolland,-72.172161,42.0093600000001
3673,19160,2016,Guinea Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHARON,6011,191602016,4,Litchfield,-73.4255429999999,41.825278
3677,19160,2017,Guinea Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHARON,6011,191602017,5,Litchfield,-73.4255429999999,41.825278
3692,19177,2012,Beaver Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SCOTLAND,3802,191772012,7,Windham,-72.108888,41.6795240000001
3703,19178,2011,Beaver Meadow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HADDAM,4015,191782011,1,Middlesex,-72.5260029999999,41.457723
3707,19179,2000,Bigelow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3203,191792000,2,Windham,-72.152503,41.9577370000001
3709,19181,1994,"Bigelow Brook,No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",UNION,3203,191811994,17,Tolland,-72.125659,41.994606
3711,19182,2010,Bindloss Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GROTON,2106,191822010,11,New London,-71.974541,41.3697030000001
3744,19187,2011,Burnap Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3107,191872011,1,Tolland,-72.397327,41.746341
3747,19188,2003,Burnham Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HADDAM,4800,191882003,59,Middlesex,-72.314715,41.476301
3748,19189,2006,Burton Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,191892006,45,Litchfield,-73.4744699999999,42.0009820000001
3764,19202,2009,Cold Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",FRANKLIN,3800,192022009,2,New London,-72.151181,41.657002
3768,19203,2009,Cold Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",FRANKLIN,3800,192032009,3,New London,-72.150953,41.6572860000001
3794,19209,2009,Cory Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CANTERBURY,3715,192092009,8,Windham,-72.008042,41.6708760000001
3810,19225,2008,West Branch Farmington River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BARKHAMSTED,4300,192252008,7,Litchfield,-73.018044,41.9708810000001
3832,19234,2010,Farmington River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW HARTFORD,4300,192342010,2,Litchfield,-72.9578759999999,41.868458
3844,19235,2012,Farmington River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BARKHAMSTED,4300,192352012,1,Litchfield,-73.016735,41.9456700000001
3854,19254,2003,Jordan Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WATERFORD,2201,192542003,17,New London,-72.1599189999999,41.387547
3888,19266,2007,West Branch Salmon Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HARTLAND,4319,192662007,1032,Hartford,-72.88724,41.9741960000001
3893,19267,2011,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,192672011,34,Hartford,-72.446969,41.6299680000001
3897,19267,2012,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,192672012,93,Hartford,-72.446969,41.6299680000001
3900,19267,2013,"Lyman Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MARLBOROUGH,4707,192672013,59,Hartford,-72.446969,41.6299680000001
3907,19280,1995,Willow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5301,192801995,5,New Haven,-72.919027,41.4863300000001
3914,19280,2017,Willow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHESHIRE,5301,192802017,1,New Haven,-72.919027,41.4863300000001
3947,19289,2012,Tankerhoosen River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VERNON,4503,192892012,39,Tolland,-72.431541,41.8458910000001
3971,19389,2009,Fenton River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WILLINGTON,3207,193892009,3,Tolland,-72.227205,41.9046080000001
3975,19390,1994,Conant Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANSFIELD,3207,193901994,4,Tolland,-72.2037789999999,41.785111
3985,19394,2000,Flat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6200,193942000,39,Litchfield,-73.304525,41.915754
3990,19395,2007,Flat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4700,193952007,17,Middlesex,-72.468135,41.568006
3993,19396,1993,Flat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEDYARD,3000,193961993,42,New London,-72.082012,41.411252
4002,19402,2012,Gages Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VERNON,4503,194022012,3,Tolland,-72.428505,41.8511580000001
4012,19408,2009,Gillettes Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,194082009,5,Tolland,-72.4159519999999,42.010091
4028,19409,2005,Great Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEDYARD,2107,194092005,6,New London,-72.0396919999999,41.3912980000001
4034,19410,1993,Thompson Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEDYARD,2107,194101993,148,New London,-72.041387,41.398042
4038,19418,1999,North Branch Hamlin Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOUTHINGTON,5201,194181999,26,Hartford,-72.929584,41.5958910000001
4039,19419,1999,South Branch Hamlin Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOUTHINGTON,5201,194191999,95,Hartford,-72.927374,41.5915430000001
4046,19427,2017,Hemlock Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GUILFORD,4607,194272017,3,New Haven,-72.69686,41.42292
4051,19428,1989,Hemlock Valley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HADDAM,4016,194281989,2,Middlesex,-72.421824,41.436064
4060,19430,2005,Higley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,194302005,13,Hartford,-72.852852,41.96212
4062,19430,2006,Higley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,194302006,20,Hartford,-72.852852,41.96212
4065,19430,2007,Higley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4319,194302007,8,Hartford,-72.852852,41.96212
4068,19431,1991,Hitchcock Mill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BRIDGEWATER,6000,194311991,29,Litchfield,-73.372879,41.5075160000001
4076,19437,2003,Hockanum River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4500,194372003,2,Tolland,-72.477493,41.8783980000001
4114,19447,2010,Falls Hill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6000,194472010,169,Litchfield,-73.373691,41.952275
4117,19449,2010,"Housatonic River, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHARON,6000,194492010,18,Litchfield,-73.3973559999999,41.8035540000001
4120,19450,2001,"Hubbard Brook, Unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GLASTONBURY,4007,194502001,38,Hartford,-72.5903059999999,41.6993440000001
4126,19453,1999,Judd Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOUTHINGTON,5202,194531999,34,Hartford,-72.931677,41.575412
4137,19468,1993,Latimer Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,2202,194681993,13,New London,-72.221932,41.4451120000001
4144,19475,2016,Belden Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4320,194752016,14,Hartford,-72.844982,42.004401
4147,19475,2017,Belden Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GRANBY,4320,194752017,15,Hartford,-72.844982,42.004401
4152,19482,1998,Lovers Lane Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TORRINGTON,6903,194821998,35,Litchfield,-73.1555549999999,41.8175180000001
4155,19483,1998,"Lovers Lane Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TORRINGTON,6903,194831998,3,Litchfield,-73.17281,41.811677
4158,19489,2010,Mauwee Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KENT,6000,194892010,24,Litchfield,-73.4427209999999,41.753635
4178,19498,2005,Mine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4000,194982005,22,Middlesex,-72.55252,41.5519100000001
4185,19503,1990,"Mount Misery Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VOLUNTOWN,3602,195031990,1,New London,-71.86927,41.6150050000001
4186,19503,2011,"Mount Misery Brook, No name tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VOLUNTOWN,3602,195032011,42,New London,-71.86927,41.6150050000001
4210,19513,1992,Nybls Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LITCHFIELD,6705,195131992,9,Litchfield,-73.265142,41.688615
