OBJECTID,Station_ID,Sample_Year,Waterbody_Name,Sample_Type,Fish_Species,Municipality,Subregional_Basin_Code,Sample_ID,Quantity,County,x,y
38860,17436,2012,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362012,4,Litchfield,-73.4417,41.9967
38865,17436,2013,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362013,1,Litchfield,-73.4417,41.9967
38869,17436,2014,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362014,3,Litchfield,-73.4417,41.9967
38871,17436,2018,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362018,2,Litchfield,-73.4417,41.9967
38874,17436,2019,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362019,3,Litchfield,-73.4417,41.9967
38877,17436,2023,Wachocastinook Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6005,174362023,4,Litchfield,-73.4417,41.9967
38887,17462,2006,burnap brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3107,174622006,45,Tolland,-72.3923,41.7486000000001
38896,17462,2014,burnap brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3107,174622014,3,Tolland,-72.3923,41.7486000000001
38919,17471,2014,Rufus brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COVENTRY,3108,174712014,4,Tolland,-72.3242,41.7393000000001
38984,17530,2010,Haleys Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GROTON,2105,175302010,9,New London,-71.97682,41.38712
38991,17530,2011,Haleys Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GROTON,2105,175302011,8,New London,-71.97682,41.38712
38998,17531,2010,Stony Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WATERFORD,2204,175312010,9,New London,-72.1732699999999,41.3709900000001
39000,17532,2012,Bride Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST LYME,2206,175322012,106,New London,-72.2452,41.34121
39019,17546,2010,Billings Avery Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEDYARD,3000,175462010,4,New London,-72.06433,41.4589100000001
39098,17574,2012,Creamery Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,175742012,42,Tolland,-72.5082,41.9256
39102,17574,2018,Creamery Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,175742018,26,Tolland,-72.5082,41.9256
39108,17582,2014,Knowlton Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3205,175822014,4,Windham,-72.202928,41.868907
39163,17631,2011,Hart Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TORRINGTON,6902,176312011,9,Litchfield,-73.166907,41.864378
39167,17632,2011,Wildcat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BURLINGTON,4314,176322011,18,Hartford,-72.9325709999999,41.7279050000001
39174,17633,2011,Whigville Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BURLINGTON,4314,176332011,9,Hartford,-72.9362409999999,41.727112
39183,17634,2011,Race Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ORANGE,5307,176342011,42,New Haven,-73.029963,41.292043
39197,17635,2011,Shattuck Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MIDDLEBURY,6916,176352011,17,New Haven,-73.079168,41.5201880000001
39206,17636,2011,Goat Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MIDDLEBURY,6916,176362011,1,New Haven,-73.109991,41.5357720000001
39220,17639,2011,Kent Falls Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KENT,6012,176392011,2,Litchfield,-73.4131869999999,41.7726030000001
39246,17655,2011,Northfield Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",THOMASTON,6909,176552011,5,Litchfield,-73.0802449999999,41.669294
39263,17658,2011,East Branch Naugatuck River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WINCHESTER,6905,176582011,8,Litchfield,-73.1365489999999,41.8853120000001
39270,17659,2011,Ocain Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6200,176592011,49,Litchfield,-73.269037,41.9000520000001
39274,17661,2011,Sawmill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SHERMAN,6401,176612011,12,Fairfield,-73.507742,41.5825080000001
39284,17663,2011,Walker Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,176632011,6,Litchfield,-73.350748,41.6043720000001
39290,17665,2023,Hemp Swamp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BEACON FALLS,6900,176652023,3,New Haven,-73.073411,41.427912
39368,17703,2011,Railroad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",VERNON,4503,177032011,25,Tolland,-72.4454689999999,41.819125
39397,17729,2013,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,177292013,1,Litchfield,-73.3191669999999,41.652089
39416,17742,2006,Jacks Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6706,177422006,49,Litchfield,-73.2857519999999,41.5327820000001
39449,17761,2007,Battle Swamp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,177612007,17,Litchfield,-73.33167,41.5819300000001
39466,17777,2010,Cold Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORWICH,3800,177772010,27,New London,-72.072051,41.6022520000001
39468,17778,2010,Cold Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORWICH,3800,177782010,52,New London,-72.075183,41.59894
39472,17781,2013,Hetchel Swamp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH STONINGTON,1001,177812013,15,New London,-71.83706,41.48101
39483,17793,2006,Trading Cove Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3001,177932006,12,New London,-72.1019699999999,41.4973600000001
39486,17794,2008,Main Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PRESTON,3002,177942008,2,New London,-71.9667899999999,41.4949700000001
39495,17796,2007,Crowley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PRESTON,3003,177962007,5,New London,-72.03829,41.4974500000001
39499,17796,2014,Crowley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PRESTON,3003,177962014,125,New London,-72.03829,41.4974500000001
39507,17797,2007,Mohegan Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MONTVILLE,3005,177972007,23,New London,-72.10367,41.45788
39509,17798,2008,Dunham Pond Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",MANSFIELD,3100,177982008,7,Tolland,-72.275,41.7797
39513,17800,2007,Newcomb Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TOLLAND,3100,178002007,26,Tolland,-72.3153799999999,41.85099
39519,17803,2006,Ash Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COVENTRY,3108,178032006,3,Tolland,-72.4004899999999,41.77824
39524,17804,2006,Ash Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COVENTRY,3108,178042006,9,Tolland,-72.40131,41.7772900000001
39540,17807,2008,"Hop River, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3108,178072008,7,Tolland,-72.39937,41.7568200000001
39545,17808,2008,"Hop River, unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3108,178082008,6,Tolland,-72.39957,41.75678
39548,17808,2019,"Hop River, unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ANDOVER,3108,178082019,16,Tolland,-72.39957,41.75678
39553,17809,2007,Ames Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHAPLIN,3200,178092007,20,Windham,-72.1276599999999,41.7547500000001
39561,17813,2006,Bosworth Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WOODSTOCK,3201,178132006,18,Windham,-72.0552299999999,41.91601
39572,17816,2006,Indian Hut Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EASTFORD,3201,178162006,3,Windham,-72.06398,41.9027600000001
39593,17829,2006,North Leadmine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3203,178292006,7,Windham,-72.1640199999999,41.95822
39595,17830,2006,North Leadmine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3203,178302006,5,Windham,-72.163845,41.9584360000001
39601,17833,2006,South Leadmine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3203,178332006,1,Windham,-72.1634099999999,41.9561
39605,17834,2006,South Leadmine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ASHFORD,3203,178342006,1,Windham,-72.1633229999999,41.9561890000001
39607,17835,2007,East Branch Stonehouse Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CHAPLIN,3204,178352007,26,Windham,-72.1256299999999,41.8235100000001
39643,17845,2007,Barley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178452007,10,Windham,-71.8294999999999,41.8849000000001
39652,17847,2007,"Fivemile River, Tributary To",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178472007,16,Windham,-71.8602,41.8872000000001
39655,17849,2008,Kelly Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178492008,36,Windham,-71.8318,41.87992
39656,17850,2010,Kelly Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178502010,7,Windham,-71.8359399999999,41.87213
39657,17850,2014,Kelly Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178502014,34,Windham,-71.8359399999999,41.87213
39658,17850,2015,Kelly Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3400,178502015,5,Windham,-71.8359399999999,41.87213
39667,17816,2015,Indian Hut Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EASTFORD,3201,178162015,19,Windham,-72.06398,41.9027600000001
39672,17818,2008,Skinner Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WOODSTOCK,3201,178182008,1,Windham,-72.04491,41.9321
39681,17823,2008,Haven's Ledge Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EASTFORD,3202,178232008,30,Windham,-72.0765,41.8797000000001
39687,17936,2015,Terry Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ENFIELD,4200,179362015,14,Hartford,-72.5210999999999,41.98326
39692,17937,2010,Thrasher Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4200,179372010,83,Tolland,-72.44913,42.0195000000001
39697,17938,2009,Thrasher Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4200,179382009,2,Tolland,-72.4241,42.0268
39704,17942,2007,Gillette Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLCHESTER,4703,179422007,23,New London,-72.36072,41.552606
39706,17943,2007,Gillette Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEBANON,4202,179432007,5,New London,-72.22632,41.5814100000001
39710,17944,2009,"Gillettes Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4202,179442009,10,Tolland,-72.4037999999999,42.0143
39721,17945,2008,Gulf Stream,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,179452008,4,Tolland,-72.4200999999999,41.9791700000001
39725,17945,2023,Gulf Stream,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,179452023,37,Tolland,-72.4200999999999,41.9791700000001
39728,17947,2010,Lievre Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,179472010,36,Tolland,-72.4119899999999,41.9816000000001
39730,17948,2006,lievre Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,179482006,16,Tolland,-72.41911,41.9790300000001
39734,17948,2008,lievre Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4203,179482008,13,Tolland,-72.41911,41.9790300000001
39739,17951,2006,Abbey Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4204,179512006,48,Tolland,-72.4605799999999,41.9552
39756,17955,2010,Broad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,179552010,6,Tolland,-72.48455,41.9153900000001
39765,17955,2023,Broad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,179552023,72,Tolland,-72.48455,41.9153900000001
39776,17958,2009,"Colebrook Reservoir, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLEBROOK,4300,179582009,62,Litchfield,-73.0338399999999,42.0265900000001
39778,17959,2009,"Colebrook Reservoir, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLEBROOK,4300,179592009,46,Litchfield,-73.06062,42.01743
39786,17962,2008,"Still River, Tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",TORRINGTON,4303,179622008,90,Litchfield,-73.0888899999999,41.85639
39792,17852,2010,Shady Oak School House Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3403,178522010,5,Windham,-71.8092799999999,41.8986600000001
39793,17852,2014,Shady Oak School House Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3403,178522014,26,Windham,-71.8092799999999,41.8986600000001
39794,17852,2015,Shady Oak School House Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3403,178522015,6,Windham,-71.8092799999999,41.8986600000001
39798,17854,2010,"Mashentuck Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3404,178542010,40,Windham,-71.83645,41.8256000000001
39799,17856,2007,Vaughn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STERLING,3500,178562007,1,Windham,-71.8097299999999,41.66736
39800,17858,2010,Quanduck Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3501,178582010,5,Windham,-71.79495,41.8168000000001
39819,17861,2010,Wilcox Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",KILLINGLY,3502,178612010,53,Windham,-71.8428,41.7734
39820,17862,2010,Woods Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PLAINFIELD,3502,178622010,8,Windham,-71.8518,41.7483
39825,17863,2010,"Wood Brook, unnamed tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STERLING,3502,178632010,1,Windham,-71.8348,41.751
39846,17871,2007,"Sandy Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BROOKLYN,3711,178712007,45,Windham,-71.99006,41.81095
39848,17872,2008,Stony Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BROOKLYN,3711,178722008,6,Windham,-71.97655,41.78272
39856,17876,2008,Ayers Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PRESTON,3716,178762008,31,New London,-71.9693,41.5602900000001
39866,17880,2008,"Miller Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PRESTON,3716,178802008,46,New London,-71.9244399999999,41.53484
39870,17881,2009,Hunters Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORWICH,3800,178812009,20,New London,-72.0597999999999,41.5603
39881,17886,2007,Goshen Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEBANON,3900,178862007,2,New London,-72.2373899999999,41.5969600000001
39886,17886,2019,Goshen Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEBANON,3900,178862019,6,New London,-72.2373899999999,41.5969600000001
39894,17888,2006,Hinkley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LEBANON,3905,178882006,32,New London,-72.22835,41.61301
39913,17891,2011,dividend brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROCKY HILL,4000,178912011,11,Hartford,-72.6550099999999,41.64556
39918,17895,2011,Hydes Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ELLINGTON,4206,178952011,2,Tolland,-72.452192,41.922764
39939,17902,2007,Mine Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4000,179022007,18,Middlesex,-72.54991,41.5779600000001
39963,17909,2010,Porter Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HARTFORD,4006,179092010,1,Hartford,-72.6188,41.7309000000001
39968,17910,2010,"Porter Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HARTFORD,4006,179102010,48,Hartford,-72.5766,41.7497000000001
39972,17912,2010,"Salmon Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GLASTONBURY,4006,179122010,33,Hartford,-72.5968,41.7208000000001
39974,17913,2007,Dark Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GLASTONBURY,4008,179132007,49,Hartford,-72.52627,41.6618700000001
39979,17914,2007,Dark Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",GLASTONBURY,4008,179142007,19,Hartford,-72.51613,41.6574600000001
39984,17917,2007,Buck Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",PORTLAND,4011,179172007,35,Middlesex,-72.55744,41.6263200000001
39990,17920,2010,Bible Rock Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HADDAM,4014,179202010,3,Middlesex,-72.57289,41.5038700000001
40006,17922,2010,"Ponset Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HADDAM,4014,179222010,61,Middlesex,-72.57847,41.44676
40008,17924,2010,Rockadundee Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STAFFORD,4200,179242010,11,Tolland,-72.38596,42.03146
40009,17926,2006,"Rockadundee Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",STAFFORD,4200,179262006,28,Tolland,-72.39016,42.0303700000001
40024,17931,2009,Buckhorn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ENFIELD,4205,179312009,1,Hartford,-72.5307,41.9587000000001
40026,17932,2010,Schanade Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4200,179322010,23,Tolland,-72.4451999999999,42.0135300000001
40031,17934,2009,Spring Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SOMERS,4200,179342009,2,Tolland,-72.4952,41.9789000000001
40034,17935,2010,Spring Glen Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST WINDSOR,4200,179352010,12,Hartford,-72.5705599999999,41.8992700000001
40038,17936,2010,Terry Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ENFIELD,4200,179362010,28,Hartford,-72.5210999999999,41.98326
40040,17964,2009,"Doolittle Lake Brook, unnamed tributary to (Balder Brook Or NNT Brumagin Brook)",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,4304,179642009,66,Litchfield,-73.1369099999999,42.0258400000001
40041,17965,2009,"Doolittle Lake Brook, unnamed tributary to (NNT Brumagin Brook)",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,4304,179652009,50,Litchfield,-73.13371,42.0213000000001
40045,17967,2009,North Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLEBROOK,4304,179672009,2,Litchfield,-73.10716,42.0311400000001
40051,17969,2009,"Sandy Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",COLEBROOK,4304,179692009,2,Litchfield,-73.08975,42.0172700000001
40054,17970,2009,"Sandy Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,4304,179702009,22,Litchfield,-73.13055,42.0403900000001
40059,17972,2007,Railroad Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",BOLTON,4503,179722007,13,Tolland,-72.3672299999999,41.7961100000001
40146,17984,2012,Hope Valley Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HEBRON,4705,179842012,27,Tolland,-72.3781,41.6336000000001
40158,17987,2007,Green River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4709,179872007,5,Middlesex,-72.53428,41.59081
40161,17988,2007,Dykas Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",EAST HAMPTON,4710,179882007,23,Middlesex,-72.45726,41.4931800000001
40192,17994,2007,Brooksvale Stream,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HAMDEN,5301,179942007,73,New Haven,-72.94167,41.4561100000001
40194,17995,2007,Brooksvale Stream,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",HAMDEN,5301,179952007,95,New Haven,-72.941458,41.456192
40199,17998,2010,Adams Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,179982010,4,Litchfield,-73.353,41.8920000000001
40206,18001,2010,Gunn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,180012010,12,Litchfield,-73.3609999999999,41.789
40208,18002,2010,Gunn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,180022010,35,Litchfield,-73.3729999999999,41.797
40210,18002,2013,Gunn Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,180022013,24,Litchfield,-73.3729999999999,41.797
40215,18003,2010,"Housatonic River, Tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW MILFORD,6000,180032010,3,Litchfield,-73.4299999999999,41.5810000000001
40218,18006,2010,Millard Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,180062010,24,Litchfield,-73.391,41.7910000000001
40219,18008,2010,Preston Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6000,180082010,16,Litchfield,-73.35784,41.9060200000001
40222,18009,2010,Rocky River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW MILFORD,6000,180092010,1,Litchfield,-73.442,41.583
40230,18010,2010,Squash Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW MILFORD,6000,180102010,54,Litchfield,-73.466,41.6250000000001
40231,18011,2010,Squash Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NEW MILFORD,6000,180112010,72,Litchfield,-73.467,41.6250000000001
40234,18012,2010,Wildcat Hollow Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",SALISBURY,6000,180122010,68,Litchfield,-73.371,41.986
40235,18013,2010,Baldwin Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6010,180132010,5,Litchfield,-73.33,41.857
40236,18014,2010,Baldwin Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6010,180142010,13,Litchfield,-73.330002,41.8575050000001
40237,18015,2010,Birdseye Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",CORNWALL,6010,180152010,29,Litchfield,-73.3079999999999,41.8530000000001
40265,18050,2008,Blackberry River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH CANAAN,6100,180502008,1,Litchfield,-73.31191,42.0134600000001
40288,18050,2012,Blackberry River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH CANAAN,6100,180502012,1,Litchfield,-73.31191,42.0134600000001
40314,18051,2009,Blackberry River Trib,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH CANAAN,6100,180512009,6,Litchfield,-73.29556,42.0094500000001
40319,18052,2009,Duming Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORTH CANAAN,6100,180522009,2,Litchfield,-73.2825,42.00834
40323,18053,2009,North Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,6100,180532009,18,Litchfield,-73.22635,42.0039800000001
40330,18054,2009,Ginger Creek,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",NORFOLK,6101,180542009,32,Litchfield,-73.2138899999999,42.03889
40334,18057,2009,Camp Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,180572009,88,Litchfield,-73.32418,41.51217
40339,18058,2009,"Camp Brook, tributary to",Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,180582009,132,Litchfield,-73.32392,41.51156
40342,18059,2009,Pierce Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,180592009,34,Litchfield,-73.30799,41.51892
40345,18061,2010,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612010,6,Litchfield,-73.297,41.6900000000001
40355,18061,2013,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612013,6,Litchfield,-73.297,41.6900000000001
40368,18061,2014,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612014,6,Litchfield,-73.297,41.6900000000001
40378,18061,2015,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612015,5,Litchfield,-73.297,41.6900000000001
40387,18061,2018,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612018,7,Litchfield,-73.297,41.6900000000001
40399,18061,2019,Shepaug River,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",WASHINGTON,6700,180612019,2,Litchfield,-73.297,41.6900000000001
40471,18063,2009,Turrill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,180632009,130,Litchfield,-73.3154699999999,41.51057
40476,18063,2019,Turrill Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6700,180632019,92,Litchfield,-73.3154699999999,41.51057
40480,18064,2006,Jacks Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",ROXBURY,6706,180642006,19,Litchfield,-73.2875,41.5297200000001
40488,18089,2023,Spruce Brook,Quantified_Electrofishing_all_species_cencus,"Brook Trout, Wild",LITCHFIELD,6906,180892023,65,Litchfield,-73.139068,41.7619290000001
